37335	
	1.169437204	1.168518717	1.166732764	1.168461761	1.167917226
	1.163094983	1.163981743	1.167513202	1.167490466	1.16642454
	1.312670535	1.315436999	1.322211433	1.323036016	1.322123061
	1.157656993	1.157994929	1.159346763	1.161490749	1.164455189
	1.164359254	1.161666928	1.315991133	1.323605329	1.306866264
	1.290659861	1.275122399	1.259821224	1.244778961	1.315808094
	1.316484514	1.311727134	1.304871371	1.305295039	1.30831478
	1.30857258	1.228939147	1.322220416	1.327703117	1.332797094
	1.336762296	1.324865371	1.329519065	1.321645909	1.324379118
	1.331127581	1.327592652	1.33945228	1.336354303	1.160182246
	1.100779273	1.099237132	1.097653078	1.152335468	1.151560866
	1.147241153	1.14250555	1.155897667	1.15304712	1.157051602
	1.158388799	1.157545018	1.31100409	1.304924727	1.318234483
	1.32518904	1.330366762	1.31409806	1.311928985	1.308169514
	1.288249043	1.268674613	1.25077194	1.235964272	1.308875816
	1.301376201	1.304923132	1.300673495	1.299891255	1.301797272
	1.30106825	1.302188635	1.21131623	1.193723091	1.161453066
	1.177298307	1.105119515	1.110945366	1.117127329	1.125673535
	1.134734719	1.146934542	1.218846491	1.331988574	1.342491799
	1.337302401	1.338348389	1.342656831	1.345234452	1.349098596
	1.329494641	1.33879915	1.337450197	1.333649241	1.340109801
	1.345235448	1.353889	1.345179618	1.155880172	1.15287633
	1.099790734	1.097209488	1.096067306	1.096827243	1.096270512
	1.147507695	1.146375934	1.09793608	1.101220078	1.141489175
	1.129335977	1.136012775	1.105272282	1.122462347	1.109861638
	1.11585742	1.152493343	1.149467781	1.153687295	1.155422576
	1.150215176	1.311136755	1.304160878	1.300224825	1.317474028
	1.323668152	1.326040548	1.331289285	1.29957453	1.296924226
	1.28329094	1.224041005	1.257292581	1.271101481	1.234973513
	1.245707847	1.29821464	1.288631328	1.293128969	1.291788413
	1.296368296	1.296857157	1.295206752	1.199229018	1.178912458
	1.159942647	1.100941554	1.105947547	1.112643157	1.119212669
	1.11026653	1.125903474	1.133314299	1.14356089	1.208088091
	1.212750608	1.333297703	1.345478878	1.35397561	1.346734765
	1.336904481	1.340509329	1.34016124	1.347969999	1.35395795
	1.35391159	1.361228482	1.34290738	1.352400498	1.345942264
	1.346831899	1.349716035	1.359215341	1.366557826	1.354103735
	1.15093099	1.153311059	1.14887855	1.146307017	1.145304376
	1.095733804	1.097751507	1.095195418	1.095922345	1.095234583
	1.136925936	1.143323613	1.142125476	1.098820054	1.101715647
	1.132592175	1.127499747	1.106872472	1.119361384	1.112244894
	1.10364251	1.14462004	1.146836727	1.150706874	1.146228141
	1.296226607	1.31077589	1.304119841	1.299455816	1.31662959
	1.319778487	1.322421768	1.326405127	1.283569504	1.277428114
	1.270372492	1.224244593	1.25550608	1.24146342	1.284544541
	1.278401491	1.281847584	1.292736961	1.289345029	1.191280612
	1.175843761	1.162757917	1.148453955	1.099770488	1.105362485
